Name,Line,Treatment,Concentration,Day,boutd,sleepd,boutn,sleepn,wakeact,sleeplat,Sex
69_23_703,703,Sodium_salicylate,2,5,23,275,15,582,2.4717,36,Female
69_24_703,703,Sodium_salicylate,2,1,28,324,25,552,2.28546,43,Female
69_24_703,703,Sodium_salicylate,2,2,24,393,16,529,2.75097,43,Female
69_24_703,703,Sodium_salicylate,2,3,30,413,15,504,2.39006,16,Female
69_24_703,703,Sodium_salicylate,2,4,27,360,24,544,2.56343,24,Female
69_24_703,703,Sodium_salicylate,2,5,27,317,12,637,2.5823,9,Female
69_25_703,703,Sodium_salicylate,2,1,3,76,7,253,4.07921,96,Male
69_25_703,703,Sodium_salicylate,2,2,2,65,5,401,4.35729,102,Male
69_25_703,703,Sodium_salicylate,2,3,8,153,4,446,3.78716,101,Male
69_25_703,703,Sodium_salicylate,2,4,10,140,3,448,3.32629,102,Male
69_25_703,703,Sodium_salicylate,2,5,9,148,8,425,3.58131,100,Male
69_26_703,703,Sodium_salicylate,2,1,7,128,3,194,3.54114,211,Male
69_26_703,703,Sodium_salicylate,2,2,12,241,3,221,3.38855,166,Male
69_26_703,703,Sodium_salicylate,2,3,8,195,5,233,3.46344,227,Male
69_26_703,703,Sodium_salicylate,2,4,9,184,0,0,3.35748,,Male
69_26_703,703,Sodium_salicylate,2,5,12,224,6,167,3.20686,297,Male
69_27_703,703,Sodium_salicylate,2,1,15,196,16,347,2.15608,52,Male
69_27_703,703,Sodium_salicylate,2,2,20,305,16,620,1.80583,72,Male
69_27_703,703,Sodium_salicylate,2,3,26,488,10,533,1.81623,38,Male
69_27_703,703,Sodium_salicylate,2,4,25,392,14,623,1.79294,28,Male
69_27_703,703,Sodium_salicylate,2,5,22,437,14,566,2.06636,52,Male
69_28_703,703,Sodium_salicylate,2,1,10,167,10,174,4.85896,86,Male
69_28_703,703,Sodium_salicylate,2,2,10,264,7,147,4.66667,59,Male
69_28_703,703,Sodium_salicylate,2,3,5,208,4,131,4.36421,59,Male
69_28_703,703,Sodium_salicylate,2,4,6,222,8,158,4.18491,30,Male
69_28_703,703,Sodium_salicylate,2,5,8,216,4,91,4.44572,50,Male
69_29_703,703,Sodium_salicylate,2,1,11,169,8,611,2.58939,32,Male
69_29_703,703,Sodium_salicylate,2,2,10,142,5,638,2.12576,38,Male
69_29_703,703,Sodium_salicylate,2,3,17,243,10,605,2.2027,35,Male
69_29_703,703,Sodium_salicylate,2,4,23,263,8,575,2.01661,46,Male
69_29_703,703,Sodium_salicylate,2,5,19,197,6,564,2.02946,53,Male
69_30_703,703,Sodium_salicylate,2,1,22,390,22,460,2.75254,56,Male
69_30_703,703,Sodium_salicylate,2,2,16,459,22,596,2.55325,67,Male
69_30_703,703,Sodium_salicylate,2,3,15,450,12,609,2.18635,61,Male
69_30_703,703,Sodium_salicylate,2,4,11,440,10,602,2.51508,52,Male
69_30_703,703,Sodium_salicylate,2,5,15,400,16,581,1.98693,30,Male
69_31_703,703,Sodium_salicylate,2,1,17,272,7,446,3.43906,71,Male
69_31_703,703,Sodium_salicylate,2,2,11,229,6,560,3.33794,75,Male
69_31_703,703,Sodium_salicylate,2,3,9,312,11,497,2.72583,53,Male
69_31_703,703,Sodium_salicylate,2,4,15,271,5,439,3.03425,80,Male
69_31_703,703,Sodium_salicylate,2,5,11,246,6,369,2.97212,66,Male
69_32_703,703,Sodium_salicylate,2,1,16,269,21,577,2.6835,33,Male
69_32_703,703,Sodium_salicylate,2,2,12,309,3,637,2.32794,31,Male
69_32_703,703,Sodium_salicylate,2,3,19,271,8,591,2.21799,42,Male
69_32_703,703,Sodium_salicylate,2,4,16,290,10,560,2.22881,43,Male
69_32_703,703,Sodium_salicylate,2,5,18,316,7,554,2.17368,47,Male
70_1_703,703,Sodium_salicylate,3,1,24,221,9,606,2.31321,32,Female
70_1_703,703,Sodium_salicylate,3,2,25,312,9,632,2.2379,44,Female
70_1_703,703,Sodium_salicylate,3,3,24,304,11,590,2.23443,50,Female
70_1_703,703,Sodium_salicylate,3,4,17,251,21,543,2.33746,16,Female
70_1_703,703,Sodium_salicylate,3,5,20,206,16,616,2.04531,30,Female
70_2_703,703,Sodium_salicylate,3,1,35,382,8,704,2.27401,9,Female
70_2_703,703,Sodium_salicylate,3,2,16,486,2,667,3.10105,13,Female
70_2_703,703,Sodium_salicylate,3,3,24,491,5,708,2.17842,0,Female
70_2_703,703,Sodium_salicylate,3,4,15,543,5,705,1.78125,0,Female
70_2_703,703,Sodium_salicylate,3,5,13,662,11,691,1.7931,4,Female
70_3_703,703,Sodium_salicylate,3,1,16,180,0,0,2.57143,,Female
70_3_703,703,Sodium_salicylate,3,2,17,312,9,252,2.30708,117,Female
70_3_703,703,Sodium_salicylate,3,3,18,277,8,264,2.19355,126,Female
70_3_703,703,Sodium_salicylate,3,4,19,296,9,215,2.4704,93,Female
70_3_703,703,Sodium_salicylate,3,5,23,362,7,208,2.4908,188,Female
70_4_703,703,Sodium_salicylate,3,1,27,351,12,640,2.16036,43,Female
70_4_703,703,Sodium_salicylate,3,2,30,313,6,697,2.42558,13,Female
70_4_703,703,Sodium_salicylate,3,3,24,243,3,712,1.87216,6,Female
70_4_703,703,Sodium_salicylate,3,4,21,195,2,707,1.71375,0,Female
70_4_703,703,Sodium_salicylate,3,5,24,319,7,666,2.03956,35,Female
70_5_703,703,Sodium_salicylate,3,1,17,310,19,488,3.07321,41,Female
70_5_703,703,Sodium_salicylate,3,2,19,299,21,579,2.69217,41,Female
70_5_703,703,Sodium_salicylate,3,3,18,265,17,543,2.64873,32,Female
70_5_703,703,Sodium_salicylate,3,4,19,319,10,637,2.62603,33,Female
70_5_703,703,Sodium_salicylate,3,5,21,321,18,556,2.83837,45,Female
70_6_703,703,Sodium_salicylate,3,1,23,251,30,518,3.83607,9,Female
70_6_703,703,Sodium_salicylate,3,2,27,352,31,517,7.84238,13,Female
70_6_703,703,Sodium_salicylate,3,3,30,359,25,521,5.47143,9,Female
70_6_703,703,Sodium_salicylate,3,4,26,313,15,633,4.66397,5,Female
70_6_703,703,Sodium_salicylate,3,5,29,450,18,623,4.26158,5,Female
70_7_703,703,Sodium_salicylate,3,1,18,234,1,543,3.07843,111,Female
70_7_703,703,Sodium_salicylate,3,2,15,154,3,611,2.86667,104,Female
70_7_703,703,Sodium_salicylate,3,3,17,195,4,621,2.51763,82,Female
70_7_703,703,Sodium_salicylate,3,4,4,33,2,586,3.08283,132,Female
70_7_703,703,Sodium_salicylate,3,5,12,117,2,590,2.7749,96,Female
70_8_703,703,Sodium_salicylate,3,1,28,480,11,507,3.18322,28,Female
70_8_703,703,Sodium_salicylate,3,2,18,418,6,539,3.10559,65,Female
70_8_703,703,Sodium_salicylate,3,3,15,428,8,551,2.86117,70,Female
70_8_703,703,Sodium_salicylate,3,4,14,459,6,603,2.69577,24,Female
70_8_703,703,Sodium_salicylate,3,5,13,484,17,510,3.06726,25,Female
70_9_703,703,Sodium_salicylate,3,1,11,286,8,581,2.39442,48,Male
70_9_703,703,Sodium_salicylate,3,2,10,279,3,599,2.42527,59,Male
70_9_703,703,Sodium_salicylate,3,3,12,256,13,624,2.25893,45,Male
70_9_703,703,Sodium_salicylate,3,4,8,247,11,608,2.44103,61,Male
70_9_703,703,Sodium_salicylate,3,5,13,270,11,573,2.87437,67,Male
70_10_703,703,Sodium_salicylate,3,1,29,414,19,473,2.6745,48,Male
70_10_703,703,Sodium_salicylate,3,2,12,362,23,509,2.49209,30,Male
70_10_703,703,Sodium_salicylate,3,3,18,305,24,443,2.58092,75,Male
70_10_703,703,Sodium_salicylate,3,4,13,298,24,444,2.94986,76,Male
70_10_703,703,Sodium_salicylate,3,5,16,206,20,356,2.65945,50,Male
70_11_703,703,Sodium_salicylate,3,1,16,143,14,213,3.76845,98,Male
70_11_703,703,Sodium_salicylate,3,2,11,390,10,221,3.5959,91,Male
70_11_703,703,Sodium_salicylate,3,3,11,273,11,249,3.58279,92,Male
70_11_703,703,Sodium_salicylate,3,4,8,332,13,272,3.16388,91,Male
70_11_703,703,Sodium_salicylate,3,5,8,273,9,260,3.15877,105,Male
70_12_703,703,Sodium_salicylate,3,1,12,357,6,416,3.21139,73,Male
70_12_703,703,Sodium_salicylate,3,2,14,353,5,440,3.52859,88,Male
70_12_703,703,Sodium_salicylate,3,3,17,374,18,403,3.86878,83,Male
70_12_703,703,Sodium_salicylate,3,4,12,386,16,420,3.66246,81,Male
70_12_703,703,Sodium_salicylate,3,5,12,451,20,424,3.91681,96,Male
70_13_703,703,Sodium_salicylate,3,1,15,403,22,540,2.59356,57,Male
70_13_703,703,Sodium_salicylate,3,2,16,382,20,573,2.87423,67,Male
70_13_703,703,Sodium_salicylate,3,3,16,274,21,565,2.74709,61,Male
70_13_703,703,Sodium_salicylate,3,4,10,227,19,413,3.19875,87,Male
70_13_703,703,Sodium_salicylate,3,5,12,205,25,352,2.75538,89,Male
70_14_703,703,Sodium_salicylate,3,1,14,500,9,432,3.47835,51,Male
70_14_703,703,Sodium_salicylate,3,2,5,411,13,603,3.74648,36,Male
70_14_703,703,Sodium_salicylate,3,3,9,451,12,605,3.69531,27,Male
70_14_703,703,Sodium_salicylate,3,4,7,402,15,634,3.39356,39,Male
70_14_703,703,Sodium_salicylate,3,5,7,450,18,608,3.24869,30,Male
70_15_703,703,Sodium_salicylate,3,1,21,398,13,367,3.86222,67,Male
70_15_703,703,Sodium_salicylate,3,2,10,394,15,596,3.12222,37,Male
70_15_703,703,Sodium_salicylate,3,3,10,402,22,537,2.74052,51,Male
70_15_703,703,Sodium_salicylate,3,4,7,467,15,577,3.14141,42,Male
70_15_703,703,Sodium_salicylate,3,5,11,486,23,568,2.88601,33,Male
70_16_703,703,Sodium_salicylate,3,1,11,462,13,636,2.32456,35,Male
70_16_703,703,Sodium_salicylate,3,2,15,419,11,616,2.20494,64,Male
70_16_703,703,Sodium_salicylate,3,3,11,423,8,632,2.21818,64,Male
70_16_703,703,Sodium_salicylate,3,4,19,386,11,585,2.19829,70,Male
70_16_703,703,Sodium_salicylate,3,5,13,443,12,557,2.84318,73,Male
70_17_703,703,Sodium_salicylate,4,1,26,314,8,514,1.8317,24,Female
70_17_703,703,Sodium_salicylate,4,2,20,377,11,619,1.62162,41,Female
70_17_703,703,Sodium_salicylate,4,3,15,508,1,706,1.45133,14,Female
70_17_703,703,Sodium_salicylate,4,4,12,551,13,638,2.33068,5,Female
70_17_703,703,Sodium_salicylate,4,5,17,491,8,693,1.51953,12,Female
70_18_703,703,Sodium_salicylate,4,1,21,222,32,484,2.49591,78,Female
70_18_703,703,Sodium_salicylate,4,2,21,375,8,589,2.94328,57,Female
70_18_703,703,Sodium_salicylate,4,3,27,378,10,670,2.35204,22,Female
70_18_703,703,Sodium_salicylate,4,4,27,515,17,652,2.85714,7,Female
70_18_703,703,Sodium_salicylate,4,5,19,469,22,600,2.21563,26,Female
70_19_703,703,Sodium_salicylate,4,1,29,351,32,534,1.7027,54,Female
70_19_703,703,Sodium_salicylate,4,2,20,451,22,593,1.89899,49,Female
70_19_703,703,Sodium_salicylate,4,3,10,454,10,663,1.64087,15,Female
70_19_703,703,Sodium_salicylate,4,4,15,499,25,563,2.3254,7,Female
70_19_703,703,Sodium_salicylate,4,5,26,470,21,603,1.98638,12,Female
70_20_703,703,Sodium_salicylate,4,1,15,143,9,659,2.22571,27,Female
70_20_703,703,Sodium_salicylate,4,2,18,364,5,701,2.408,12,Female
70_20_703,703,Sodium_salicylate,4,3,24,492,14,631,2.8265,15,Female
70_20_703,703,Sodium_salicylate,4,4,22,430,14,681,2.1307,0,Female
70_20_703,703,Sodium_salicylate,4,5,24,493,23,622,2.48308,5,Female
70_21_703,703,Sodium_salicylate,4,1,28,460,17,536,2.75901,28,Female
70_21_703,703,Sodium_salicylate,4,2,27,429,13,566,3.39326,64,Female
70_21_703,703,Sodium_salicylate,4,3,22,443,23,514,3.19462,56,Female
70_21_703,703,Sodium_salicylate,4,4,18,382,15,577,2.55301,33,Female
70_21_703,703,Sodium_salicylate,4,5,21,472,12,557,2.82482,22,Female
70_22_703,703,Sodium_salicylate,4,1,20,186,5,654,1.55833,22,Female
70_22_703,703,Sodium_salicylate,4,2,17,283,15,637,2.00577,36,Female
70_22_703,703,Sodium_salicylate,4,3,18,259,15,654,2.10057,17,Female
70_22_703,703,Sodium_salicylate,4,4,20,322,14,637,2.00624,23,Female
70_22_703,703,Sodium_salicylate,4,5,21,301,14,644,1.90303,17,Female
70_23_703,703,Sodium_salicylate,4,1,15,335,26,366,2.72936,84,Female
70_23_703,703,Sodium_salicylate,4,2,12,111,15,316,3.04738,27,Female
70_23_703,703,Sodium_salicylate,4,3,18,152,12,581,2.44837,53,Female
70_23_703,703,Sodium_salicylate,4,4,19,423,20,611,2.44828,2,Female
70_23_703,703,Sodium_salicylate,4,5,16,211,21,628,2.43261,0,Female
70_24_703,703,Sodium_salicylate,4,1,23,415,21,560,2.29247,23,Female
70_24_703,703,Sodium_salicylate,4,2,22,481,4,634,1.99692,34,Female
70_24_703,703,Sodium_salicylate,4,3,21,474,5,656,2.6,23,Female
70_24_703,703,Sodium_salicylate,4,4,22,455,8,637,2.48276,17,Female
70_24_703,703,Sodium_salicylate,4,5,18,473,9,624,1.8863,12,Female
70_25_703,703,Sodium_salicylate,4,1,23,253,10,245,4.01699,81,Male
70_25_703,703,Sodium_salicylate,4,2,22,307,7,308,3.47879,68,Male
70_25_703,703,Sodium_salicylate,4,3,24,343,12,278,3.91453,73,Male
70_25_703,703,Sodium_salicylate,4,4,19,296,15,274,3.61379,85,Male
70_25_703,703,Sodium_salicylate,4,5,19,332,17,261,3.51948,65,Male
70_26_703,703,Sodium_salicylate,4,1,17,254,31,432,4.09549,51,Male
70_26_703,703,Sodium_salicylate,4,2,16,357,25,422,3.81543,50,Male
70_26_703,703,Sodium_salicylate,4,3,17,287,27,545,3.96711,23,Male
70_26_703,703,Sodium_salicylate,4,4,13,253,19,423,3.74607,31,Male
70_26_703,703,Sodium_salicylate,4,5,11,295,36,519,3.96486,27,Male
70_27_703,703,Sodium_salicylate,4,1,10,156,3,30,4.97368,219,Male
70_27_703,703,Sodium_salicylate,4,2,11,182,17,400,3.22261,121,Male
70_27_703,703,Sodium_salicylate,4,3,16,259,17,499,2.88123,61,Male
70_27_703,703,Sodium_salicylate,4,4,18,279,27,470,2.79884,38,Male
70_27_703,703,Sodium_salicylate,4,5,14,251,25,316,2.01375,85,Male
70_28_703,703,Sodium_salicylate,4,1,11,131,8,286,3.47703,44,Male
70_28_703,703,Sodium_salicylate,4,2,6,174,13,362,3.80752,46,Male
70_28_703,703,Sodium_salicylate,4,3,4,207,14,320,3.82694,47,Male
70_28_703,703,Sodium_salicylate,4,4,10,133,10,292,3.50837,48,Male
70_28_703,703,Sodium_salicylate,4,5,8,200,8,246,3.9497,60,Male
70_29_703,703,Sodium_salicylate,4,1,27,447,27,464,3.12098,26,Male
70_29_703,703,Sodium_salicylate,4,2,15,432,7,559,3.15367,61,Male
70_29_703,703,Sodium_salicylate,4,3,8,360,7,607,2.93446,30,Male
70_29_703,703,Sodium_salicylate,4,4,5,508,13,624,2.85065,44,Male
70_29_703,703,Sodium_salicylate,4,5,7,361,15,618,2.81345,26,Male
70_30_703,703,Sodium_salicylate,4,1,8,144,5,157,3.23178,60,Male
70_30_703,703,Sodium_salicylate,4,2,12,242,11,257,3.44102,86,Male
70_30_703,703,Sodium_salicylate,4,3,12,160,9,290,3.0697,61,Male
70_30_703,703,Sodium_salicylate,4,4,10,161,11,364,3.04809,111,Male
70_30_703,703,Sodium_salicylate,4,5,12,207,7,164,3.16183,104,Male
70_31_703,703,Sodium_salicylate,4,1,13,444,19,535,2.43601,44,Male
70_31_703,703,Sodium_salicylate,4,2,7,512,7,589,2.51917,40,Male
70_31_703,703,Sodium_salicylate,4,3,9,443,13,578,2.15513,46,Male
70_31_703,703,Sodium_salicylate,4,4,12,435,14,580,2.36706,63,Male
70_31_703,703,Sodium_salicylate,4,5,11,520,5,593,1.86239,52,Male
70_32_703,703,Sodium_salicylate,4,1,15,372,18,439,3.21781,42,Male
70_32_703,703,Sodium_salicylate,4,2,6,373,18,597,2.84255,31,Male
70_32_703,703,Sodium_salicylate,4,3,7,361,9,630,2.62584,36,Male
70_32_703,703,Sodium_salicylate,4,4,6,501,11,607,3.01205,41,Male
70_32_703,703,Sodium_salicylate,4,5,5,419,11,542,2.50313,35,Male
71_1_229,229,Pizotifen_malate,1,1,21,301,13,500,2.24257,60,Female
71_1_229,229,Pizotifen_malate,1,2,16,331,4,526,2.13379,83,Female
71_1_229,229,Pizotifen_malate,1,3,10,299,17,520,2.66023,90,Female
71_1_229,229,Pizotifen_malate,1,4,12,240,11,466,2.13896,96,Female
71_1_229,229,Pizotifen_malate,1,5,7,279,7,475,2.13703,94,Female
71_2_229,229,Pizotifen_malate,1,1,28,495,18,620,3.95692,4,Female
71_2_229,229,Pizotifen_malate,1,2,34,566,27,626,3.55242,4,Female
71_2_229,229,Pizotifen_malate,1,3,35,510,26,639,2.83162,0,Female
71_2_229,229,Pizotifen_malate,1,4,29,460,18,646,3.10778,5,Female
71_2_229,229,Pizotifen_malate,1,5,27,575,14,642,1.56502,0,Female
71_3_229,229,Pizotifen_malate,1,1,4,23,10,625,1.58712,21,Female
71_3_229,229,Pizotifen_malate,1,2,7,38,3,671,1.77702,5,Female
71_3_229,229,Pizotifen_malate,1,3,21,145,1,635,1.52121,10,Female
71_3_229,229,Pizotifen_malate,1,4,21,142,1,653,1.46977,6,Female
71_3_229,229,Pizotifen_malate,1,5,19,134,2,625,1.36858,7,Female
71_4_229,229,Pizotifen_malate,1,1,13,101,5,562,2.38739,51,Female
71_4_229,229,Pizotifen_malate,1,2,25,377,15,595,2.74573,88,Female
71_4_229,229,Pizotifen_malate,1,3,8,66,1,633,2.39406,87,Female
71_4_229,229,Pizotifen_malate,1,4,11,377,1,649,2.52415,64,Female
71_4_229,229,Pizotifen_malate,1,5,8,113,1,664,2.18552,56,Female
71_5_229,229,Pizotifen_malate,1,1,5,35,14,661,1.86694,4,Female
71_5_229,229,Pizotifen_malate,1,2,6,46,12,667,1.6575,14,Female
71_5_229,229,Pizotifen_malate,1,3,10,83,20,646,1.9339,9,Female
71_5_229,229,Pizotifen_malate,1,4,11,72,10,678,1.76377,10,Female
71_5_229,229,Pizotifen_malate,1,5,10,78,7,658,1.35369,3,Female
71_6_229,229,Pizotifen_malate,1,1,11,145,3,645,2.84923,34,Female
71_6_229,229,Pizotifen_malate,1,2,17,182,1,701,3.04488,19,Female
71_6_229,229,Pizotifen_malate,1,3,9,395,1,697,2.64943,23,Female
71_6_229,229,Pizotifen_malate,1,4,16,359,1,703,2.3836,17,Female
71_6_229,229,Pizotifen_malate,1,5,10,325,1,702,2.61259,18,Female
71_7_229,229,Pizotifen_malate,1,1,24,395,1,720,1.8,0,Female
71_7_229,229,Pizotifen_malate,1,2,1,720,1,720,0,0,Female
71_7_229,229,Pizotifen_malate,1,3,1,720,1,720,0,0,Female
71_7_229,229,Pizotifen_malate,1,4,1,720,1,720,0,0,Female
71_7_229,229,Pizotifen_malate,1,5,1,715,1,720,0.4,0,Female
71_9_229,229,Pizotifen_malate,1,1,15,473,17,561,2.77586,30,Male
71_9_229,229,Pizotifen_malate,1,2,17,440,30,530,2.47234,23,Male
71_9_229,229,Pizotifen_malate,1,3,22,386,27,482,2.42657,23,Male
71_9_229,229,Pizotifen_malate,1,4,12,312,33,469,2.29135,37,Male
71_9_229,229,Pizotifen_malate,1,5,16,327,26,435,2.11062,36,Male
71_10_229,229,Pizotifen_malate,1,1,17,333,8,630,2.77149,38,Male
71_10_229,229,Pizotifen_malate,1,2,12,297,7,626,2.86847,42,Male
71_10_229,229,Pizotifen_malate,1,3,10,340,1,643,2.77681,65,Male
71_10_229,229,Pizotifen_malate,1,4,5,290,1,661,2.45194,59,Male
71_10_229,229,Pizotifen_malate,1,5,6,355,9,614,2.84289,74,Male
71_11_229,229,Pizotifen_malate,1,1,14,157,3,697,3.20307,20,Male
71_11_229,229,Pizotifen_malate,1,2,10,178,1,694,3.05634,26,Male
71_11_229,229,Pizotifen_malate,1,3,9,234,3,690,2.68992,28,Male
71_11_229,229,Pizotifen_malate,1,4,14,245,1,692,2.63022,28,Male
71_11_229,229,Pizotifen_malate,1,5,11,263,1,685,2.71951,35,Male
71_12_229,229,Pizotifen_malate,1,1,20,347,26,467,3.72684,10,Male
71_12_229,229,Pizotifen_malate,1,2,15,306,27,508,3.97923,16,Male
71_12_229,229,Pizotifen_malate,1,3,16,139,16,542,3.46245,18,Male
71_12_229,229,Pizotifen_malate,1,4,17,135,21,527,3.18766,16,Male
71_12_229,229,Pizotifen_malate,1,5,20,201,22,605,2.90063,19,Male
71_13_229,229,Pizotifen_malate,1,1,7,154,11,339,2.9736,46,Male
71_13_229,229,Pizotifen_malate,1,2,9,155,9,276,3.26264,68,Male
71_13_229,229,Pizotifen_malate,1,3,6,158,6,292,3.17172,71,Male
71_13_229,229,Pizotifen_malate,1,4,6,195,8,448,3.09536,66,Male
71_13_229,229,Pizotifen_malate,1,5,10,227,9,510,3.06401,50,Male
71_14_229,229,Pizotifen_malate,1,1,22,469,12,640,1.20846,6,Male
71_14_229,229,Pizotifen_malate,1,2,28,481,19,598,1.5097,3,Male
71_14_229,229,Pizotifen_malate,1,3,26,467,6,683,1.03448,3,Male
71_14_229,229,Pizotifen_malate,1,4,43,449,5,662,1.22796,20,Male
71_14_229,229,Pizotifen_malate,1,5,31,376,6,700,1.06319,4,Male
71_15_229,229,Pizotifen_malate,1,1,7,384,6,683,2.69973,31,Male
71_15_229,229,Pizotifen_malate,1,2,5,410,1,661,2.91599,40,Male
71_15_229,229,Pizotifen_malate,1,3,3,249,1,681,2.86863,39,Male
71_15_229,229,Pizotifen_malate,1,4,2,223,1,645,3.06643,70,Male
71_15_229,229,Pizotifen_malate,1,5,4,222,1,665,3.07233,54,Male
71_16_229,229,Pizotifen_malate,1,1,20,399,11,538,1.80915,50,Male
71_16_229,229,Pizotifen_malate,1,2,19,318,18,621,1.66667,47,Male
71_16_229,229,Pizotifen_malate,1,3,19,278,3,638,1.6374,38,Male
71_16_229,229,Pizotifen_malate,1,4,21,290,10,616,1.44569,21,Male
71_16_229,229,Pizotifen_malate,1,5,20,340,7,612,1.67008,36,Male
71_17_229,229,Pizotifen_malate,2,1,23,280,7,653,1.06114,50,Female
71_17_229,229,Pizotifen_malate,2,2,25,290,17,608,0.82288,9,Female
71_17_229,229,Pizotifen_malate,2,3,33,607,8,711,1.04098,0,Female
71_17_229,229,Pizotifen_malate,2,4,28,682,14,698,1.28333,5,Female
71_17_229,229,Pizotifen_malate,2,5,4,695,1,720,1.12,0,Female
71_18_229,229,Pizotifen_malate,2,1,2,11,5,669,1.81711,27,Female
71_18_229,229,Pizotifen_malate,2,2,4,24,4,664,1.88165,15,Female
71_18_229,229,Pizotifen_malate,2,3,10,117,1,709,1.65961,5,Female
71_18_229,229,Pizotifen_malate,2,4,11,77,3,696,1.64768,21,Female
71_18_229,229,Pizotifen_malate,2,5,4,27,4,654,1.52306,33,Female
71_19_229,229,Pizotifen_malate,2,1,0,0,5,702,1.3916,7,Female
71_19_229,229,Pizotifen_malate,2,2,1,41,2,697,1.44444,6,Female
71_19_229,229,Pizotifen_malate,2,3,1,16,2,637,1.4244,22,Female
71_19_229,229,Pizotifen_malate,2,4,3,25,7,610,1.64596,7,Female
71_19_229,229,Pizotifen_malate,2,5,2,14,6,497,1.54252,34,Female
71_20_229,229,Pizotifen_malate,2,1,15,153,1,565,1.91828,37,Female
71_20_229,229,Pizotifen_malate,2,2,12,136,4,594,1.9169,44,Female
71_20_229,229,Pizotifen_malate,2,3,19,235,3,635,1.95614,83,Female
71_20_229,229,Pizotifen_malate,2,4,11,271,1,606,1.99822,114,Female
71_20_229,229,Pizotifen_malate,2,5,9,259,8,577,2.31126,75,Female
71_21_229,229,Pizotifen_malate,2,1,6,37,2,641,1.46588,19,Female
71_21_229,229,Pizotifen_malate,2,2,3,17,1,644,1.63415,23,Female
71_21_229,229,Pizotifen_malate,2,3,5,28,1,690,1.44598,30,Female
71_21_229,229,Pizotifen_malate,2,4,3,21,1,683,1.64538,22,Female
71_21_229,229,Pizotifen_malate,2,5,7,41,10,596,1.75093,15,Female
71_22_229,229,Pizotifen_malate,2,1,8,98,7,662,3.25735,8,Female
71_22_229,229,Pizotifen_malate,2,2,15,189,6,637,2.60261,10,Female
71_22_229,229,Pizotifen_malate,2,3,12,142,4,662,2.4544,6,Female
71_22_229,229,Pizotifen_malate,2,4,11,94,10,676,2.6209,10,Female
71_22_229,229,Pizotifen_malate,2,5,9,99,8,635,2.79603,4,Female
71_23_229,229,Pizotifen_malate,2,1,13,104,1,576,2.53816,13,Female
71_23_229,229,Pizotifen_malate,2,2,8,49,1,577,2.18919,39,Female
71_23_229,229,Pizotifen_malate,2,3,14,113,7,541,2.09796,52,Female
71_23_229,229,Pizotifen_malate,2,4,19,145,2,557,1.72087,21,Female
71_23_229,229,Pizotifen_malate,2,5,14,124,1,520,1.80528,37,Female
71_24_229,229,Pizotifen_malate,2,1,21,174,4,636,1.53651,22,Female
71_24_229,229,Pizotifen_malate,2,2,18,150,4,653,1.5416,34,Female
71_24_229,229,Pizotifen_malate,2,3,14,145,4,666,1.65819,33,Female
71_24_229,229,Pizotifen_malate,2,4,16,136,6,601,1.5889,59,Female
71_24_229,229,Pizotifen_malate,2,5,12,96,9,516,1.68599,55,Female
71_25_229,229,Pizotifen_malate,2,1,15,289,17,590,2.58645,33,Male
71_25_229,229,Pizotifen_malate,2,2,12,312,18,600,2.48864,50,Male
71_25_229,229,Pizotifen_malate,2,3,9,287,3,665,2.36885,53,Male
71_25_229,229,Pizotifen_malate,2,4,13,333,4,619,2.49385,74,Male
71_25_229,229,Pizotifen_malate,2,5,11,315,4,644,2.23285,66,Male
71_26_229,229,Pizotifen_malate,2,1,13,157,14,431,2.60094,105,Male
71_26_229,229,Pizotifen_malate,2,2,10,144,18,387,2.55336,81,Male
71_26_229,229,Pizotifen_malate,2,3,8,231,12,493,2.5419,61,Male
71_26_229,229,Pizotifen_malate,2,4,12,253,13,384,2.39601,110,Male
71_26_229,229,Pizotifen_malate,2,5,16,292,8,466,2.32991,73,Male
71_27_229,229,Pizotifen_malate,2,1,17,265,11,528,2.19629,52,Male
71_27_229,229,Pizotifen_malate,2,2,14,283,12,522,1.90079,61,Male
71_27_229,229,Pizotifen_malate,2,3,18,294,5,634,2.22266,74,Male
71_27_229,229,Pizotifen_malate,2,4,13,286,6,622,1.88534,77,Male
71_27_229,229,Pizotifen_malate,2,5,9,308,2,651,1.7526,68,Male
71_28_229,229,Pizotifen_malate,2,1,31,323,29,462,3.09466,22,Male
71_28_229,229,Pizotifen_malate,2,2,28,275,28,380,3.65478,44,Male
71_28_229,229,Pizotifen_malate,2,3,25,268,31,377,2.60755,39,Male
71_28_229,229,Pizotifen_malate,2,4,28,313,31,454,2.95691,43,Male
71_28_229,229,Pizotifen_malate,2,5,33,338,31,468,2.73975,20,Male
71_30_229,229,Pizotifen_malate,2,1,8,355,13,407,4.06785,95,Male
71_30_229,229,Pizotifen_malate,2,2,6,328,15,408,3.16051,108,Male
71_30_229,229,Pizotifen_malate,2,3,6,330,1,441,3.858,116,Male
71_30_229,229,Pizotifen_malate,2,4,7,345,2,389,3.53683,123,Male
71_30_229,229,Pizotifen_malate,2,5,5,350,2,431,3.44158,135,Male
71_31_229,229,Pizotifen_malate,2,1,9,141,13,425,3.51716,49,Male
71_31_229,229,Pizotifen_malate,2,2,16,227,16,480,3.23056,26,Male
71_31_229,229,Pizotifen_malate,2,3,13,161,7,514,3.20392,74,Male
