Name,Line,Treatment,Concentration,Day,boutd,sleepd,boutn,sleepn,wakeact,sleeplat,Sex
56_28_703,703,Chlorpromazine_Sonazine_,4,3,16,364,9,587,3.40491,55,Male
56_28_703,703,Chlorpromazine_Sonazine_,4,4,16,357,11,504,3.81865,75,Male
56_28_703,703,Chlorpromazine_Sonazine_,4,5,15,346,2,461,3.83886,84,Male
56_29_703,703,Chlorpromazine_Sonazine_,4,1,8,318,21,485,3.04553,33,Male
56_29_703,703,Chlorpromazine_Sonazine_,4,2,7,327,7,630,2.80952,64,Male
56_29_703,703,Chlorpromazine_Sonazine_,4,3,16,459,4,577,2.20297,66,Male
56_29_703,703,Chlorpromazine_Sonazine_,4,4,16,492,5,580,2.12772,73,Male
56_29_703,703,Chlorpromazine_Sonazine_,4,5,18,494,9,525,2.04751,74,Male
56_30_703,703,Chlorpromazine_Sonazine_,4,1,6,617,6,345,3.13808,68,Male
56_30_703,703,Chlorpromazine_Sonazine_,4,2,8,606,9,185,3.35901,106,Male
56_30_703,703,Chlorpromazine_Sonazine_,4,3,9,574,12,141,3.06345,96,Male
56_30_703,703,Chlorpromazine_Sonazine_,4,4,8,479,11,297,3.00301,93,Male
56_30_703,703,Chlorpromazine_Sonazine_,4,5,7,466,16,330,2.91615,97,Male
56_31_703,703,Chlorpromazine_Sonazine_,4,1,11,214,17,268,4.86639,27,Male
56_31_703,703,Chlorpromazine_Sonazine_,4,2,10,122,15,424,4.63423,47,Male
56_31_703,703,Chlorpromazine_Sonazine_,4,3,0,0,6,51,5.01512,47,Male
56_31_703,703,Chlorpromazine_Sonazine_,4,4,8,161,4,65,3.55519,70,Male
56_31_703,703,Chlorpromazine_Sonazine_,4,5,14,270,12,377,2.17907,28,Male
56_32_703,703,Chlorpromazine_Sonazine_,4,1,4,523,6,425,2.74187,26,Male
56_32_703,703,Chlorpromazine_Sonazine_,4,2,29,550,7,306,2.32534,82,Male
56_32_703,703,Chlorpromazine_Sonazine_,4,3,17,472,13,403,2.05841,97,Male
56_32_703,703,Chlorpromazine_Sonazine_,4,4,14,459,26,537,1.82883,67,Male
56_32_703,703,Chlorpromazine_Sonazine_,4,5,13,389,27,330,2.06519,103,Male
57_1_703,703,Trifluoperazine2HCl_,1,1,36,333,20,575,2.16917,23,Female
57_1_703,703,Trifluoperazine2HCl_,1,2,29,263,21,531,2.06656,34,Female
57_1_703,703,Trifluoperazine2HCl_,1,3,31,350,17,531,1.93381,26,Female
57_1_703,703,Trifluoperazine2HCl_,1,4,31,244,33,521,1.74519,4,Female
57_1_703,703,Trifluoperazine2HCl_,1,5,25,292,25,545,2.08126,21,Female
57_2_703,703,Trifluoperazine2HCl_,1,1,13,182,27,426,3.55288,28,Female
57_2_703,703,Trifluoperazine2HCl_,1,2,18,274,27,498,3.27844,43,Female
57_2_703,703,Trifluoperazine2HCl_,1,3,2,20,28,487,4.07931,31,Female
57_2_703,703,Trifluoperazine2HCl_,1,4,11,226,23,519,3.8446,23,Female
57_2_703,703,Trifluoperazine2HCl_,1,5,2,18,24,505,3.39913,35,Female
57_3_703,703,Trifluoperazine2HCl_,1,1,28,253,16,516,2.46498,39,Female
57_3_703,703,Trifluoperazine2HCl_,1,2,22,207,5,501,3.01366,68,Female
57_3_703,703,Trifluoperazine2HCl_,1,3,19,247,16,632,2.57398,22,Female
57_3_703,703,Trifluoperazine2HCl_,1,4,15,153,22,585,2.93305,16,Female
57_3_703,703,Trifluoperazine2HCl_,1,5,11,149,21,539,3.14894,23,Female
57_4_703,703,Trifluoperazine2HCl_,1,1,27,253,20,634,2.28571,0,Female
57_4_703,703,Trifluoperazine2HCl_,1,2,14,241,4,676,3.18356,37,Female
57_4_703,703,Trifluoperazine2HCl_,1,3,13,203,7,684,2.783,26,Female
57_4_703,703,Trifluoperazine2HCl_,1,4,14,189,10,650,2.03661,30,Female
57_4_703,703,Trifluoperazine2HCl_,1,5,8,72,21,577,2.46903,41,Female
57_5_703,703,Trifluoperazine2HCl_,1,1,31,260,14,687,2.30832,18,Female
57_5_703,703,Trifluoperazine2HCl_,1,2,24,262,13,681,2.1831,17,Female
57_5_703,703,Trifluoperazine2HCl_,1,3,26,336,13,659,1.89438,5,Female
57_5_703,703,Trifluoperazine2HCl_,1,4,25,331,20,614,2.52929,11,Female
57_5_703,703,Trifluoperazine2HCl_,1,5,25,265,17,653,2.13793,26,Female
57_6_703,703,Trifluoperazine2HCl_,1,1,24,264,20,414,2.98819,22,Female
57_6_703,703,Trifluoperazine2HCl_,1,2,7,49,17,465,2.96436,35,Female
57_6_703,703,Trifluoperazine2HCl_,1,3,15,107,26,362,2.79197,37,Female
57_6_703,703,Trifluoperazine2HCl_,1,4,15,143,11,523,2.85401,36,Female
57_6_703,703,Trifluoperazine2HCl_,1,5,13,136,13,508,3.1093,50,Female
57_7_703,703,Trifluoperazine2HCl_,1,1,19,462,10,508,2.33404,38,Female
57_7_703,703,Trifluoperazine2HCl_,1,2,19,168,4,690,1.8299,27,Female
57_7_703,703,Trifluoperazine2HCl_,1,3,26,243,9,684,1.53021,5,Female
57_7_703,703,Trifluoperazine2HCl_,1,4,26,229,4,697,1.57977,12,Female
57_7_703,703,Trifluoperazine2HCl_,1,5,32,311,14,644,1.43711,14,Female
57_8_703,703,Trifluoperazine2HCl_,1,1,29,279,29,386,2.19742,37,Female
57_8_703,703,Trifluoperazine2HCl_,1,2,28,232,20,580,2.09236,23,Female
57_8_703,703,Trifluoperazine2HCl_,1,3,36,378,26,554,2.31693,15,Female
57_8_703,703,Trifluoperazine2HCl_,1,4,23,195,29,507,1.82927,65,Female
57_8_703,703,Trifluoperazine2HCl_,1,5,17,168,20,598,1.92136,23,Female
57_9_703,703,Trifluoperazine2HCl_,1,1,9,518,10,496,2.43662,36,Male
57_9_703,703,Trifluoperazine2HCl_,1,2,4,490,9,620,2.1697,61,Male
57_9_703,703,Trifluoperazine2HCl_,1,3,13,378,9,663,1.47619,41,Male
57_9_703,703,Trifluoperazine2HCl_,1,4,10,466,5,622,1.86932,31,Male
57_9_703,703,Trifluoperazine2HCl_,1,5,21,363,10,634,1.81264,50,Male
57_10_703,703,Trifluoperazine2HCl_,1,1,7,115,16,541,2.86352,66,Male
57_10_703,703,Trifluoperazine2HCl_,1,2,7,75,8,654,3.11252,54,Male
57_10_703,703,Trifluoperazine2HCl_,1,3,2,35,14,668,2.90366,5,Male
57_10_703,703,Trifluoperazine2HCl_,1,4,7,73,20,588,2.63415,6,Male
57_10_703,703,Trifluoperazine2HCl_,1,5,16,121,25,580,2.25981,48,Male
57_11_703,703,Trifluoperazine2HCl_,1,1,18,272,14,379,3.27883,60,Male
57_11_703,703,Trifluoperazine2HCl_,1,2,17,264,10,327,3.15312,222,Male
57_11_703,703,Trifluoperazine2HCl_,1,3,15,294,23,310,3.25957,181,Male
57_11_703,703,Trifluoperazine2HCl_,1,4,5,241,0,0,3.44871,,Male
57_11_703,703,Trifluoperazine2HCl_,1,5,11,348,2,62,3.32233,485,Male
57_12_703,703,Trifluoperazine2HCl_,1,1,17,230,18,276,3.13919,74,Male
57_12_703,703,Trifluoperazine2HCl_,1,2,11,151,17,275,2.98028,75,Male
57_12_703,703,Trifluoperazine2HCl_,1,3,12,157,12,294,2.81699,86,Male
57_12_703,703,Trifluoperazine2HCl_,1,4,9,129,11,228,2.91228,99,Male
57_12_703,703,Trifluoperazine2HCl_,1,5,19,187,14,255,2.85471,102,Male
57_13_703,703,Trifluoperazine2HCl_,1,1,35,421,13,586,2.81062,23,Male
57_13_703,703,Trifluoperazine2HCl_,1,2,18,535,9,655,2.912,32,Male
57_13_703,703,Trifluoperazine2HCl_,1,3,16,487,7,653,2.66667,39,Male
57_13_703,703,Trifluoperazine2HCl_,1,4,17,491,13,615,2.7006,51,Male
57_13_703,703,Trifluoperazine2HCl_,1,5,16,454,8,681,2.59672,29,Male
57_14_703,703,Trifluoperazine2HCl_,1,1,24,393,28,489,2.37097,42,Male
57_14_703,703,Trifluoperazine2HCl_,1,2,15,351,35,506,2.65866,79,Male
57_14_703,703,Trifluoperazine2HCl_,1,3,12,334,29,433,2.35661,69,Male
57_14_703,703,Trifluoperazine2HCl_,1,4,23,337,29,441,2.59366,51,Male
57_14_703,703,Trifluoperazine2HCl_,1,5,15,297,28,476,2.34633,39,Male
57_15_703,703,Trifluoperazine2HCl_,1,1,17,205,20,415,2.79878,85,Male
57_15_703,703,Trifluoperazine2HCl_,1,2,16,207,17,481,2.83511,96,Male
57_15_703,703,Trifluoperazine2HCl_,1,3,19,224,14,475,3.12416,98,Male
57_15_703,703,Trifluoperazine2HCl_,1,4,19,203,22,483,2.62865,101,Male
57_15_703,703,Trifluoperazine2HCl_,1,5,15,114,18,456,2.6069,77,Male
57_16_703,703,Trifluoperazine2HCl_,1,1,24,269,14,366,4.41366,23,Male
57_16_703,703,Trifluoperazine2HCl_,1,2,18,301,11,446,3.75469,37,Male
57_16_703,703,Trifluoperazine2HCl_,1,3,8,230,11,544,3.18619,54,Male
57_16_703,703,Trifluoperazine2HCl_,1,4,23,242,11,535,2.62594,26,Male
57_16_703,703,Trifluoperazine2HCl_,1,5,11,142,12,554,2.51075,45,Male
57_17_703,703,Trifluoperazine2HCl_,2,1,24,330,29,591,1.98073,13,Female
57_17_703,703,Trifluoperazine2HCl_,2,2,22,318,23,574,2.09672,6,Female
57_17_703,703,Trifluoperazine2HCl_,2,3,20,461,27,533,2.40135,24,Female
57_17_703,703,Trifluoperazine2HCl_,2,4,20,411,15,581,2.12277,22,Female
57_17_703,703,Trifluoperazine2HCl_,2,5,17,319,22,557,2.02482,17,Female
57_18_703,703,Trifluoperazine2HCl_,2,1,25,227,20,614,2.11018,9,Female
57_18_703,703,Trifluoperazine2HCl_,2,2,29,341,22,531,2.73944,23,Female
57_18_703,703,Trifluoperazine2HCl_,2,3,30,334,10,571,2.65794,39,Female
57_18_703,703,Trifluoperazine2HCl_,2,4,27,291,12,650,2.51503,38,Female
57_18_703,703,Trifluoperazine2HCl_,2,5,31,344,11,662,2.15668,37,Female
57_19_703,703,Trifluoperazine2HCl_,2,1,28,381,21,529,2.39434,27,Female
57_19_703,703,Trifluoperazine2HCl_,2,2,32,394,16,442,2.51987,73,Female
57_19_703,703,Trifluoperazine2HCl_,2,3,21,279,14,496,2.5594,40,Female
57_19_703,703,Trifluoperazine2HCl_,2,4,28,294,25,559,2.30324,13,Female
57_19_703,703,Trifluoperazine2HCl_,2,5,15,397,14,390,2.42879,20,Female
57_20_703,703,Trifluoperazine2HCl_,2,1,10,333,8,672,1.88966,24,Female
57_20_703,703,Trifluoperazine2HCl_,2,2,8,262,1,717,2.57701,3,Female
57_20_703,703,Trifluoperazine2HCl_,2,3,9,377,2,711,1.64773,8,Female
57_20_703,703,Trifluoperazine2HCl_,2,4,6,253,2,708,1.73695,11,Female
57_20_703,703,Trifluoperazine2HCl_,2,5,7,341,2,703,1.72727,19,Female
57_21_703,703,Trifluoperazine2HCl_,2,1,28,241,22,374,2.28727,21,Female
57_21_703,703,Trifluoperazine2HCl_,2,2,22,228,24,348,2.30787,48,Female
57_21_703,703,Trifluoperazine2HCl_,2,3,17,194,26,541,2.31348,1,Female
57_21_703,703,Trifluoperazine2HCl_,2,4,13,114,25,537,2.02408,30,Female
57_21_703,703,Trifluoperazine2HCl_,2,5,9,71,13,449,2.0587,45,Female
57_22_703,703,Trifluoperazine2HCl_,2,1,23,217,17,329,2.80537,44,Female
57_22_703,703,Trifluoperazine2HCl_,2,2,20,275,19,475,2.75797,44,Female
57_22_703,703,Trifluoperazine2HCl_,2,3,22,327,16,550,2.87211,33,Female
57_22_703,703,Trifluoperazine2HCl_,2,4,14,169,20,540,2.94938,63,Female
57_22_703,703,Trifluoperazine2HCl_,2,5,20,260,14,379,2.92634,43,Female
57_23_703,703,Trifluoperazine2HCl_,2,1,24,343,30,356,3.09312,4,Female
57_23_703,703,Trifluoperazine2HCl_,2,2,31,367,17,456,2.85413,85,Female
57_23_703,703,Trifluoperazine2HCl_,2,3,24,323,14,557,3.13393,22,Female
57_23_703,703,Trifluoperazine2HCl_,2,4,20,283,19,563,2.90236,19,Female
57_23_703,703,Trifluoperazine2HCl_,2,5,19,288,24,424,2.71429,35,Female
57_24_703,703,Trifluoperazine2HCl_,2,1,23,168,17,665,1.64909,0,Female
57_24_703,703,Trifluoperazine2HCl_,2,2,15,438,9,680,1.6118,4,Female
57_24_703,703,Trifluoperazine2HCl_,2,3,13,367,9,667,1.64286,11,Female
57_24_703,703,Trifluoperazine2HCl_,2,4,13,393,16,670,1.46154,14,Female
57_24_703,703,Trifluoperazine2HCl_,2,5,17,434,15,648,2.07821,23,Female
57_25_703,703,Trifluoperazine2HCl_,2,1,11,169,24,333,3.57356,28,Male
57_25_703,703,Trifluoperazine2HCl_,2,2,13,252,19,472,3.76816,74,Male
57_25_703,703,Trifluoperazine2HCl_,2,3,8,253,18,500,3.33916,63,Male
57_25_703,703,Trifluoperazine2HCl_,2,4,12,118,17,456,3.26905,90,Male
57_25_703,703,Trifluoperazine2HCl_,2,5,4,254,14,395,3.39444,65,Male
57_26_703,703,Trifluoperazine2HCl_,2,1,10,204,14,135,3.35604,116,Male
57_26_703,703,Trifluoperazine2HCl_,2,2,10,260,16,268,3.01535,53,Male
57_26_703,703,Trifluoperazine2HCl_,2,3,14,329,28,469,2.65576,47,Male
57_26_703,703,Trifluoperazine2HCl_,2,4,15,259,17,220,2.77211,83,Male
57_26_703,703,Trifluoperazine2HCl_,2,5,23,239,26,418,2.9834,66,Male
57_27_703,703,Trifluoperazine2HCl_,2,1,6,77,33,466,3.07023,61,Male
57_27_703,703,Trifluoperazine2HCl_,2,2,6,192,22,516,3.35383,93,Male
57_27_703,703,Trifluoperazine2HCl_,2,3,19,265,15,570,2.92231,94,Male
57_27_703,703,Trifluoperazine2HCl_,2,4,15,258,31,532,2.54154,46,Male
57_27_703,703,Trifluoperazine2HCl_,2,5,12,231,27,472,2.50746,53,Male
57_28_703,703,Trifluoperazine2HCl_,2,1,13,273,11,203,3.08506,89,Male
57_28_703,703,Trifluoperazine2HCl_,2,2,12,301,11,155,2.94106,90,Male
57_28_703,703,Trifluoperazine2HCl_,2,3,25,326,15,206,2.65529,112,Male
57_28_703,703,Trifluoperazine2HCl_,2,4,20,378,12,194,2.65899,136,Male
57_28_703,703,Trifluoperazine2HCl_,2,5,17,346,5,129,2.90777,280,Male
57_29_703,703,Trifluoperazine2HCl_,2,1,18,264,11,313,2.88065,69,Male
57_29_703,703,Trifluoperazine2HCl_,2,2,23,314,26,524,3.12292,55,Male
57_29_703,703,Trifluoperazine2HCl_,2,3,19,261,26,545,2.27603,78,Male
57_29_703,703,Trifluoperazine2HCl_,2,4,25,282,22,551,2.76442,61,Male
57_29_703,703,Trifluoperazine2HCl_,2,5,27,270,23,532,2.60502,64,Male
57_30_703,703,Trifluoperazine2HCl_,2,1,15,123,29,419,6.45546,16,Male
57_30_703,703,Trifluoperazine2HCl_,2,2,5,58,26,372,6.84455,17,Male
57_30_703,703,Trifluoperazine2HCl_,2,3,19,171,24,296,6.63309,91,Male
57_30_703,703,Trifluoperazine2HCl_,2,4,10,83,23,471,5.43905,17,Male
57_30_703,703,Trifluoperazine2HCl_,2,5,11,121,14,382,4.78335,47,Male
57_31_703,703,Trifluoperazine2HCl_,2,1,14,181,29,314,3.76296,63,Male
57_31_703,703,Trifluoperazine2HCl_,2,2,8,88,21,202,3.28261,42,Male
57_31_703,703,Trifluoperazine2HCl_,2,3,9,102,12,221,3.85855,72,Male
57_31_703,703,Trifluoperazine2HCl_,2,4,6,44,11,130,3.9763,92,Male
57_31_703,703,Trifluoperazine2HCl_,2,5,6,44,14,222,3.95911,59,Male
57_32_703,703,Trifluoperazine2HCl_,2,1,17,338,14,574,2.85227,35,Male
57_32_703,703,Trifluoperazine2HCl_,2,2,11,399,5,626,2.91084,57,Male
57_32_703,703,Trifluoperazine2HCl_,2,3,13,382,12,598,2.53261,62,Male
57_32_703,703,Trifluoperazine2HCl_,2,4,18,288,8,636,2.5155,56,Male
57_32_703,703,Trifluoperazine2HCl_,2,5,6,324,23,458,2.67173,68,Male
58_1_703,703,Trifluoperazine2HCl_,3,1,25,286,25,571,2.55575,24,Female
58_1_703,703,Trifluoperazine2HCl_,3,2,21,306,16,532,2.45017,20,Female
58_1_703,703,Trifluoperazine2HCl_,3,3,19,295,15,550,2.04202,11,Female
58_1_703,703,Trifluoperazine2HCl_,3,4,22,255,14,578,2.53048,16,Female
58_1_703,703,Trifluoperazine2HCl_,3,5,15,238,14,460,1.88005,29,Female
58_2_703,703,Trifluoperazine2HCl_,3,1,25,273,11,682,1.6433,10,Female
58_2_703,703,Trifluoperazine2HCl_,3,2,28,387,21,628,2.22353,39,Female
58_2_703,703,Trifluoperazine2HCl_,3,3,22,292,25,545,1.84743,33,Female
58_2_703,703,Trifluoperazine2HCl_,3,4,18,205,27,370,2.57919,37,Female
58_2_703,703,Trifluoperazine2HCl_,3,5,26,310,15,309,2.45676,23,Female
58_3_703,703,Trifluoperazine2HCl_,3,1,25,343,13,370,3.08528,4,Female
58_3_703,703,Trifluoperazine2HCl_,3,2,21,375,13,411,3.09786,64,Female
58_3_703,703,Trifluoperazine2HCl_,3,3,21,319,11,436,2.75766,23,Female
58_3_703,703,Trifluoperazine2HCl_,3,4,24,313,22,420,2.67893,97,Female
58_3_703,703,Trifluoperazine2HCl_,3,5,23,223,15,513,2.07955,54,Female
58_4_703,703,Trifluoperazine2HCl_,3,1,30,284,13,627,2.04348,46,Female
58_4_703,703,Trifluoperazine2HCl_,3,2,22,269,5,671,2.154,37,Female
58_4_703,703,Trifluoperazine2HCl_,3,3,25,274,7,674,1.69309,22,Female
58_4_703,703,Trifluoperazine2HCl_,3,4,15,306,9,667,1.76874,27,Female
58_4_703,703,Trifluoperazine2HCl_,3,5,17,228,11,637,1.96522,33,Female
58_5_703,703,Trifluoperazine2HCl_,3,1,31,339,14,595,2.52569,29,Female
58_5_703,703,Trifluoperazine2HCl_,3,2,29,294,26,519,3.05263,40,Female
58_5_703,703,Trifluoperazine2HCl_,3,3,24,276,21,529,2.7748,22,Female
58_5_703,703,Trifluoperazine2HCl_,3,4,26,226,22,530,3.05848,27,Female
58_5_703,703,Trifluoperazine2HCl_,3,5,23,257,20,535,3.06173,30,Female
58_6_703,703,Trifluoperazine2HCl_,3,1,26,329,25,442,2.86398,59,Female
58_6_703,703,Trifluoperazine2HCl_,3,2,12,263,23,521,3.29421,46,Female
58_6_703,703,Trifluoperazine2HCl_,3,3,10,159,24,579,3.4943,41,Female
58_6_703,703,Trifluoperazine2HCl_,3,4,17,192,13,549,3.05579,77,Female
58_6_703,703,Trifluoperazine2HCl_,3,5,11,166,24,508,3.40992,66,Female
58_7_703,703,Trifluoperazine2HCl_,3,1,17,160,34,476,2.27363,45,Female
58_7_703,703,Trifluoperazine2HCl_,3,2,29,325,30,546,2.47803,39,Female
58_7_703,703,Trifluoperazine2HCl_,3,3,20,293,25,574,2.43455,30,Female
58_7_703,703,Trifluoperazine2HCl_,3,4,16,189,31,502,2.66622,54,Female
58_7_703,703,Trifluoperazine2HCl_,3,5,9,80,23,540,2.35976,29,Female
58_8_703,703,Trifluoperazine2HCl_,3,1,18,175,23,460,1.78882,37,Female
58_8_703,703,Trifluoperazine2HCl_,3,2,25,263,19,443,2.19482,57,Female
58_8_703,703,Trifluoperazine2HCl_,3,3,24,273,17,396,2.06355,65,Female
58_8_703,703,Trifluoperazine2HCl_,3,4,19,190,20,467,1.80587,0,Female
58_8_703,703,Trifluoperazine2HCl_,3,5,19,165,14,478,2.18193,63,Female
58_9_703,703,Trifluoperazine2HCl_,3,1,13,286,14,242,4.20175,99,Male
58_9_703,703,Trifluoperazine2HCl_,3,2,4,265,11,420,4.00662,58,Male
58_9_703,703,Trifluoperazine2HCl_,3,3,14,323,10,389,3.04121,76,Male
58_9_703,703,Trifluoperazine2HCl_,3,4,6,219,19,521,2.66714,40,Male
58_9_703,703,Trifluoperazine2HCl_,3,5,3,296,17,302,3.3943,39,Male
58_10_703,703,Trifluoperazine2HCl_,3,1,14,247,15,447,3.00804,76,Male
58_10_703,703,Trifluoperazine2HCl_,3,2,15,238,11,538,3.08584,82,Male
58_10_703,703,Trifluoperazine2HCl_,3,3,14,203,18,451,2.99237,62,Male
58_10_703,703,Trifluoperazine2HCl_,3,4,9,201,11,559,2.90588,57,Male
58_10_703,703,Trifluoperazine2HCl_,3,5,14,234,19,461,2.96779,64,Male
58_11_703,703,Trifluoperazine2HCl_,3,1,13,244,4,129,4.26804,63,Male
58_11_703,703,Trifluoperazine2HCl_,3,2,16,313,11,339,3.88325,100,Male
58_11_703,703,Trifluoperazine2HCl_,3,3,13,245,14,312,3.90034,130,Male
58_11_703,703,Trifluoperazine2HCl_,3,4,10,226,13,182,4.05426,148,Male
58_11_703,703,Trifluoperazine2HCl_,3,5,14,225,9,170,3.85263,145,Male
58_12_703,703,Trifluoperazine2HCl_,3,1,14,412,20,473,3.11171,45,Male
58_12_703,703,Trifluoperazine2HCl_,3,2,12,399,19,489,3.15942,54,Male
58_12_703,703,Trifluoperazine2HCl_,3,3,11,291,21,421,3.19505,75,Male
58_12_703,703,Trifluoperazine2HCl_,3,4,11,360,16,400,2.74706,89,Male
58_12_703,703,Trifluoperazine2HCl_,3,5,8,326,24,314,2.60875,83,Male
58_13_703,703,Trifluoperazine2HCl_,3,1,12,391,21,566,3.18634,36,Male
58_13_703,703,Trifluoperazine2HCl_,3,2,7,280,19,584,3.07986,44,Male
58_13_703,703,Trifluoperazine2HCl_,3,3,6,252,14,558,3.35238,37,Male
58_13_703,703,Trifluoperazine2HCl_,3,4,6,263,15,581,3.46141,41,Male
58_13_703,703,Trifluoperazine2HCl_,3,5,2,355,12,631,3.05286,43,Male
58_14_703,703,Trifluoperazine2HCl_,3,1,12,292,22,477,3.33681,32,Male
58_14_703,703,Trifluoperazine2HCl_,3,2,14,240,23,355,3.07692,63,Male
58_14_703,703,Trifluoperazine2HCl_,3,3,14,285,16,350,3.50683,40,Male
58_14_703,703,Trifluoperazine2HCl_,3,4,14,246,17,310,3.48303,37,Male
58_14_703,703,Trifluoperazine2HCl_,3,5,16,268,22,443,4.16735,23,Male
58_15_703,703,Trifluoperazine2HCl_,3,1,23,416,21,529,2.54141,80,Male
58_15_703,703,Trifluoperazine2HCl_,3,2,16,435,17,451,2.18231,44,Male
58_15_703,703,Trifluoperazine2HCl_,3,3,24,447,17,372,2.72303,97,Male
58_15_703,703,Trifluoperazine2HCl_,3,4,20,299,19,404,2.4559,96,Male
58_15_703,703,Trifluoperazine2HCl_,3,5,30,340,16,337,2.46789,98,Male
58_16_703,703,Trifluoperazine2HCl_,3,1,10,325,11,326,2.74525,38,Male
58_16_703,703,Trifluoperazine2HCl_,3,2,19,268,14,233,3.10011,26,Male
58_16_703,703,Trifluoperazine2HCl_,3,3,18,292,15,350,3.23559,41,Male
58_16_703,703,Trifluoperazine2HCl_,3,4,16,283,19,326,2.61974,32,Male
58_16_703,703,Trifluoperazine2HCl_,3,5,23,344,10,236,2.46628,35,Male
58_17_703,703,Trifluoperazine2HCl_,4,1,5,34,28,575,2.92058,26,Female
58_17_703,703,Trifluoperazine2HCl_,4,2,20,232,26,594,3.35505,31,Female
58_17_703,703,Trifluoperazine2HCl_,4,3,24,278,14,633,3.3913,44,Female
58_17_703,703,Trifluoperazine2HCl_,4,4,20,218,29,582,2.75,25,Female
58_17_703,703,Trifluoperazine2HCl_,4,5,12,124,28,549,2.56063,24,Female
58_18_703,703,Trifluoperazine2HCl_,4,1,23,310,27,574,2.45683,3,Female
58_18_703,703,Trifluoperazine2HCl_,4,2,23,312,14,495,3.60348,104,Female
58_18_703,703,Trifluoperazine2HCl_,4,3,28,406,23,606,2.45561,0,Female
58_18_703,703,Trifluoperazine2HCl_,4,4,26,480,20,567,2.33079,27,Female
58_18_703,703,Trifluoperazine2HCl_,4,5,29,506,20,583,3.26496,10,Female
58_19_703,703,Trifluoperazine2HCl_,4,1,32,398,29,484,2.36918,5,Female
58_19_703,703,Trifluoperazine2HCl_,4,2,28,349,22,535,2.38489,43,Female
58_19_703,703,Trifluoperazine2HCl_,4,3,31,480,18,645,2.29524,17,Female
58_19_703,703,Trifluoperazine2HCl_,4,4,30,497,16,609,2.28743,5,Female
58_19_703,703,Trifluoperazine2HCl_,4,5,19,513,12,646,2.11744,0,Female
58_21_703,703,Trifluoperazine2HCl_,4,1,16,269,8,572,2.30384,33,Female
58_21_703,703,Trifluoperazine2HCl_,4,2,16,215,9,596,2.80445,29,Female
58_21_703,703,Trifluoperazine2HCl_,4,3,14,246,17,647,2.70567,25,Female
58_21_703,703,Trifluoperazine2HCl_,4,4,12,202,13,635,2.66667,45,Female
58_21_703,703,Trifluoperazine2HCl_,4,5,19,200,5,699,2.51571,15,Female
58_22_703,703,Trifluoperazine2HCl_,4,1,11,232,3,674,1.87266,40,Female
58_22_703,703,Trifluoperazine2HCl_,4,2,21,403,1,712,2.30154,8,Female
58_22_703,703,Trifluoperazine2HCl_,4,3,16,427,8,675,1.6568,35,Female
58_22_703,703,Trifluoperazine2HCl_,4,4,14,541,1,699,3.07,21,Female
58_22_703,703,Trifluoperazine2HCl_,4,5,14,439,3,704,2.15488,12,Female
58_23_703,703,Trifluoperazine2HCl_,4,1,24,351,18,184,3.1337,24,Female
58_23_703,703,Trifluoperazine2HCl_,4,2,25,392,12,568,3.6625,89,Female
58_23_703,703,Trifluoperazine2HCl_,4,3,25,484,20,585,2.66846,18,Female
58_23_703,703,Trifluoperazine2HCl_,4,4,22,485,19,556,2.76942,57,Female
58_23_703,703,Trifluoperazine2HCl_,4,5,20,336,25,570,2.49813,37,Female
58_24_703,703,Trifluoperazine2HCl_,4,1,32,492,18,602,1.71387,43,Female
58_24_703,703,Trifluoperazine2HCl_,4,2,23,570,15,651,1.94064,15,Female
58_24_703,703,Trifluoperazine2HCl_,4,3,25,568,22,591,1.7758,34,Female
58_24_703,703,Trifluoperazine2HCl_,4,4,35,516,4,681,1.3251,21,Female
58_24_703,703,Trifluoperazine2HCl_,4,5,32,450,26,581,1.47677,19,Female
58_25_703,703,Trifluoperazine2HCl_,4,1,21,384,4,367,3.27576,80,Male
58_25_703,703,Trifluoperazine2HCl_,4,2,25,359,9,264,3.59731,99,Male
58_25_703,703,Trifluoperazine2HCl_,4,3,23,280,9,255,3.85083,132,Male
58_25_703,703,Trifluoperazine2HCl_,4,4,16,281,10,221,3.64179,138,Male
58_25_703,703,Trifluoperazine2HCl_,4,5,24,439,5,43,3.76096,163,Male
58_26_703,703,Trifluoperazine2HCl_,4,1,17,181,7,91,3.92209,123,Male
58_26_703,703,Trifluoperazine2HCl_,4,2,13,138,14,161,4.13234,86,Male
58_26_703,703,Trifluoperazine2HCl_,4,3,13,190,9,186,3.59398,98,Male
58_26_703,703,Trifluoperazine2HCl_,4,4,10,208,16,276,3.35879,136,Male
58_26_703,703,Trifluoperazine2HCl_,4,5,18,142,2,15,3.73733,148,Male
58_27_703,703,Trifluoperazine2HCl_,4,1,4,33,15,248,5.86626,105,Male
58_27_703,703,Trifluoperazine2HCl_,4,2,4,32,16,240,5.81079,95,Male
58_27_703,703,Trifluoperazine2HCl_,4,3,3,46,21,380,5.19921,62,Male
58_27_703,703,Trifluoperazine2HCl_,4,4,3,24,20,501,5.21858,27,Male
58_27_703,703,Trifluoperazine2HCl_,4,5,2,22,14,418,5.231,123,Male
58_28_703,703,Trifluoperazine2HCl_,4,1,8,380,11,337,4.75795,71,Male
58_28_703,703,Trifluoperazine2HCl_,4,2,7,324,13,422,4.25937,224,Male
58_28_703,703,Trifluoperazine2HCl_,4,3,17,209,13,550,3.6373,76,Male
